SETID,LOCATION,EFFDT,EFF_STATUS,DESCR
IND,1052,01-01-1900 00:00:00,A,TANDA - GURUDWARA CHOWK_BR
IND,1054,01-01-1900 00:00:00,A,LAKHIM KHERI -THARBARANGANJ_BR
IND,1056,01-01-1900 00:00:00,A,KOL - SALT LAKE  SECTOR 5_BR
IND,6004,01-01-1900 00:00:00,A,MADURAI - SOUTH MASI STREET_BR
IND,6006,01-01-1900 00:00:00,A,MADURAI - TALLAKULAM_BR
IND,6009,01-01-1900 00:00:00,A,MADURAI  - TIRUPARANKUNDRAM_BR
IND,6011,01-01-1900 00:00:00,A,MADURAI - MUNICHILAI_BR
IND,6487,01-01-1900 00:00:00,A,KENJAL - JAGTAP BUILDING_BR
IND,6488,01-01-1900 00:00:00,A,PUNE - CAMP - MG ROAD_BR
IND,6489,01-01-1900 00:00:00,A,JAWALA - MAIN ROAD_BR
IND,6490,01-01-1900 00:00:00,A,MALTHAN - MAIN ROAD_BR
IND,6496,01-01-1900 00:00:00,A,AKLUJ - NEW S. T. BUS STAND_BR
IND,753,01-01-1900 00:00:00,A,NEYYATTINKARA -ASIF COMPLEX_BR
IND,754,01-01-1900 00:00:00,A,CHALAKUDY - PULLAN BUILDING_BR
IND,755,01-01-1900 00:00:00,A,GURUVAYUR - WEST NADA_BR
IND,756,01-01-1900 00:00:00,A,KUNNAMKULAM - YESUDAS ROAD_BR
IND,759,01-01-1900 00:00:00,A,DEWAS - A B ROAD_BR
IND,760,01-01-1900 00:00:00,A,GUNA -  A B ROAD_BR
IND,761,01-01-1900 00:00:00,A,HARDA - INDORE ROAD_BR
IND,763,01-01-1900 00:00:00,A,KATNI - JABALPUR ROAD_BR
IND,765,01-01-1900 00:00:00,A,NEEMUCH - VIJAY TALKIES_BR
IND,766,01-01-1900 00:00:00,A,RAJGARH - SHIKSHAK COLONY_BR
IND,767,01-01-1900 00:00:00,A,SHAJAPUR - A B ROAD_BR
IND,769,01-01-1900 00:00:00,A,NANDURBAR
IND,770,01-01-1900 00:00:00,A,SHAHADE
IND,771,01-01-1900 00:00:00,A,SAWANTWADI - ST STAND_BR
IND,773,01-01-1900 00:00:00,A,TALCHER - SHARMA CHOWK_BR
IND,775,01-01-1900 00:00:00,A,DHENKENAL - MAHAVIR BAZAR_BR
IND,776,01-01-1900 00:00:00,A,PARADIP - BADAPADIA_BR
IND,779,01-01-1900 00:00:00,A,JODA - MAIN ROAD_BR
IND,780,01-01-1900 00:00:00,A,NAYAGARH - MAIN ROAD_BR
IND,781,01-01-1900 00:00:00,A,RAYAGADA - NEW COLONY_BR
IND,784,01-01-1900 00:00:00,A,KOTKAPURA - FARIDKOT ROAD_BR
IND,785,01-01-1900 00:00:00,A,FAZILKA - BANK ROAD_BR
IND,788,01-01-1900 00:00:00,A,MUKTSAR - KOTKAPURA ROAD_BR
IND,791,01-01-1900 00:00:00,A,KHARAR - SCO 8-9_BR
IND,793,01-01-1900 00:00:00,A,BANSWARA - AMBEDKAR CHOWK_BR
IND,794,01-01-1900 00:00:00,A,NOKHA - BIKANER ROAD_BR
IND,796,01-01-1900 00:00:00,A,DUNGARPUR - SHASTRI MARG_BR
IND,798,01-01-1900 00:00:00,A,JAISALMER - TALARIYA PADA_BR
IND,799,01-01-1900 00:00:00,A,JHUNJHUNU - RANI SATI ROAD_BR
IND,800,01-01-1900 00:00:00,A,JODHPUR - BASNI_BR
IND,801,01-01-1900 00:00:00,A,SUMERPUR - PALI ROAD_BR
IND,802,01-01-1900 00:00:00,A,KRISHNAGIRI - 4TH CROSS RD_BR
IND,803,01-01-1900 00:00:00,A,KODAIKANAL - ANNA SALAI_BR
IND,806,01-01-1900 00:00:00,A,ARIYALUR - POUND STREET_BR
IND,807,01-01-1900 00:00:00,A,ARCOT - THOLKAPPIA STREET_BR
IND,810,01-01-1900 00:00:00,A,ETAH - POST OFFICE ROAD_BR
IND,811,01-01-1900 00:00:00,A,ETAWAH - COURT ROAD_BR
IND,814,01-01-1900 00:00:00,A,FATEHPUR - G.T. ROAD_BR
IND,816,01-01-1900 00:00:00,A,NOIDA - SECTOR 63_BR
IND,817,01-01-1900 00:00:00,A,GONDA - CIVIL LINES_BR
IND,819,01-01-1900 00:00:00,A,PRATAPGARH - SAHODARPUR_BR
IND,820,01-01-1900 00:00:00,A,BHADOHI - SUDHA COMPLEX_BR
IND,822,01-01-1900 00:00:00,A,UNNAO - GANDHI NAGAR_BR
IND,823,01-01-1900 00:00:00,A,ARAMBAG - SAMAD MARKET_BR
IND,824,01-01-1900 00:00:00,A,KOLKATA -BARASAT JESSORE RD_BR
IND,827,01-01-1900 00:00:00,A,NEW DELHI - PRASHANT VIHAR PVR
IND,828,01-01-1900 00:00:00,A,NEW DELHI - ROHINI SECT 24_BR
IND,829,01-01-1900 00:00:00,A,NEW DELHI - VIVEK VIHAR_BR
IND,832,01-01-1900 00:00:00,A,KANPUR - ASHOK NAGAR_BR
IND,834,01-01-1900 00:00:00,A,KHARAGPUR - MALANCHA ROAD_BR
IND,836,01-01-1900 00:00:00,A,ZAHIRABAD - GOURI COMPLEX_BR
IND,838,01-01-1900 00:00:00,A,BARPETA - KALIBARI ROAD_BR
IND,839,01-01-1900 00:00:00,A,DIBRUGARH - H. S. ROAD _BR
IND,841,01-01-1900 00:00:00,A,MAHASAMUND - STATION ROAD_BR
IND,844,01-01-1900 00:00:00,A,AHMEDABAD - NARODA_BR
IND,845,01-01-1900 00:00:00,A,AHMEDABAD - AKHBAR NAGAR_BR
IND,846,01-01-1900 00:00:00,A,BORSAD - BUS STAND ROAD_BR
IND,847,01-01-1900 00:00:00,A,KAPADVANJ -NEAR BHAKTINAGAR_BR
IND,848,01-01-1900 00:00:00,A,RAJKOT - YAGNIK ROAD _BR
IND,849,01-01-1900 00:00:00,A,MODASA - SUVIDHA COMPLEX_BR
IND,850,01-01-1900 00:00:00,A,SURAT - NANPURA_BR
IND,851,01-01-1900 00:00:00,A,SURAT - CITY LIGHT_BR
IND,853,01-01-1900 00:00:00,A,VADODARA - MANJALPUR_BR
IND,855,01-01-1900 00:00:00,A,VADODARA - AKOTA ROAD_BR
IND,857,01-01-1900 00:00:00,A,FARIDABAD - SECTOR 35B_ BR
IND,859,01-01-1900 00:00:00,A,ADAMPUR - MANDI_BR
IND,861,01-01-1900 00:00:00,A,KAITHAL - PROFESSOR COLONY_BR
IND,862,01-01-1900 00:00:00,A,KALKA - N H -22_BR
IND,865,01-01-1900 00:00:00,A,GANGAWATI - CBS CIRCLE_BR
IND,866,01-01-1900 00:00:00,A,KAZHAKUTOM - GANGA TOWER_BR
IND,868,01-01-1900 00:00:00,A,ACHALPUR - PARATWADA_BR
IND,869,01-01-1900 00:00:00,A,KHAMGAON - NATRAJ GARDEN_BR
IND,872,01-01-1900 00:00:00,A,KANKAVLI - CHINTAMANI PARK_BR
IND,875,01-01-1900 00:00:00,A,PURI - GRAND ROAD_BR
IND,876,01-01-1900 00:00:00,A,SUNDERGARH - HOSPITAL ROAD_BR
IND,878,01-01-1900 00:00:00,A,TANDA - NEAR RLY STATION_BR
IND,879,01-01-1900 00:00:00,A,JAGRAON - COURT ROAD_BR
IND,880,01-01-1900 00:00:00,A,LUDHIANA - KITCHLU NAGAR
IND,881,01-01-1900 00:00:00,A,KARAULI - GULAB BAGH_BR
IND,883,01-01-1900 00:00:00,A,UDAIPUR - UDIAPOLE_BR
IND,885,01-01-1900 00:00:00,A,GHAZIABAD - SHALIMAR GARDEN_BR
IND,887,01-01-1900 00:00:00,A,KALLAKKURICHI - COURT ROAD_BR
IND,890,01-01-1900 00:00:00,A,JAUNPUR - WAZIDPUR_BR
IND,6363,01-01-1900 00:00:00,A,KAVALAPUR - TANIJI CHOWK_BR
IND,6364,01-01-1900 00:00:00,A,JAYSINGPUR - NEHRU ROAD_BR
IND,6366,01-01-1900 00:00:00,A,KURUNDWAD - NEAR POLICE STN_BR
IND,6367,01-01-1900 00:00:00,A,KUDITRE - FACTORY ROAD_BR
IND,6369,01-01-1900 00:00:00,A,BUDHGAON - SANGLI TASGAON R_BR
IND,6372,01-01-1900 00:00:00,A,TAKALI - ST BUS STAND_BR
IND,6373,01-01-1900 00:00:00,A,RETHARE - VIVIDH BUILDING_BR
IND,6374,01-01-1900 00:00:00,A,KARGANI - SANGLI ROAD_BR
IND,6375,01-01-1900 00:00:00,A,DIGHANCHI - SHETE BUILDING_BR
IND,6376,01-01-1900 00:00:00,A,MANGAON - PATIL BUILDING_BR
IND,6378,01-01-1900 00:00:00,A,BILLUR - PATTANSHETTI BDLG_BR
IND,6379,01-01-1900 00:00:00,A,MANERAJURI - HINGMIRE BLDG_BR
IND,6382,01-01-1900 00:00:00,A,PIRAN - PETH BHAG_BR
IND,6383,01-01-1900 00:00:00,A,BORGAON - BAHE_BR
IND,6386,01-01-1900 00:00:00,A,DHAMNI - K.S.SOCIETY_BR
IND,6388,01-01-1900 00:00:00,A,BAHUBALI - VIDYAPEETH_BR
IND,6390,01-01-1900 00:00:00,A,KOLHAPUR - RADHANAGARI ROAD_BR
IND,6392,01-01-1900 00:00:00,A,SHIRADWAD - SAHAKARI BLDG_BR_
IND,6393,01-01-1900 00:00:00,A,BRAHMANAND NAGAR -MALI BLDG_BR
IND,6394,01-01-1900 00:00:00,A,TASGAON - P. B. NO. 25_BR
IND,6396,01-01-1900 00:00:00,A,BAGANI - SAMAJ MANDIR_BR
IND,6397,01-01-1900 00:00:00,A,TIKUNDI - GANGA NIWAS_BR
IND,6398,01-01-1900 00:00:00,A,BHOGAON - BAZAR BHOGAON_BR
IND,6400,01-01-1900 00:00:00,A,KOTOLI - PATIL BUILDING_BR
IND,6402,01-01-1900 00:00:00,A,GHOTAWADE - BUWACHI GALLI_BR
IND,6411,01-01-1900 00:00:00,A,MUMBAI - GIRGAUM_BR
IND,6415,01-01-1900 00:00:00,A,MUMBAI - VILE PARLE (WEST)_BR
IND,6421,01-01-1900 00:00:00,A,DASGAON - ANAWARI MANJIL_BR
IND,6423,01-01-1900 00:00:00,A,MUMBAI - CHEMBUR - G M ROAD_BR
IND,6424,01-01-1900 00:00:00,A,KOTAWADE - LAD BUILDING_BR
IND,6426,01-01-1900 00:00:00,A,MUMBAI - KALBADEVI_BR
IND,6428,01-01-1900 00:00:00,A,MALEGAON - TILAK ROAD_BR
IND,6432,01-01-1900 00:00:00,A,ALORE - BUS STOP_BR
IND,6433,01-01-1900 00:00:00,A,KHED - GUHAGARKAR BLDG_BR
IND,6441,01-01-1900 00:00:00,A,CHIPLUN - KARAD ROAD_BR
IND,6446,01-01-1900 00:00:00,A,MANGAL WEDHA - MAIN ROAD_BR
IND,6450,01-01-1900 00:00:00,A,PUNE - RAVIWAR PETH_BR
IND,6452,01-01-1900 00:00:00,A,PHALTAN - RAVIWAR PETH_BR
IND,6455,01-01-1900 00:00:00,A,TALEGAON - DABHADE_BR
IND,6458,01-01-1900 00:00:00,A,AHMEDNAGAR - SAVEDI ROAD_BR
IND,6459,01-01-1900 00:00:00,A,MAHULI - PAWAR BUILDING_BR
IND,6461,01-01-1900 00:00:00,A,PUNE - ERANDWANA_BR
IND,6462,01-01-1900 00:00:00,A,BARAD - MAIN ROAD_BR
IND,6463,01-01-1900 00:00:00,A,DHULE - KHOLE GALLI_BR
IND,6464,01-01-1900 00:00:00,A,NANDED - STATION ROAD_BR
IND,6466,01-01-1900 00:00:00,A,BAVADA - SURYAWANSHI BLDG_BR
IND,6469,01-01-1900 00:00:00,A,JALNA - MAMA CHOWK_BR
IND,6471,01-01-1900 00:00:00,A,PANDHARPUR - STATION ROAD_BR
IND,6473,01-01-1900 00:00:00,A,NAZARE - PATIL BUILDING_BR
IND,6476,01-01-1900 00:00:00,A,PAWARWADI - SHRIRAM BAZAR_BR
IND,6481,01-01-1900 00:00:00,A,GHERDI - CHOUGULE BUILDING_BR
IND,6483,01-01-1900 00:00:00,A,ADARKI - BUDRUK_BR
IND,6149,01-01-1900 00:00:00,A,CUDDALORE - CAR STREET_BR
IND,6150,01-01-1900 00:00:00,A,TIRUVALAM - BAZAAR STREET_BR
IND,6151,01-01-1900 00:00:00,A,CHIDAMBARAM - CAR STREET_BR
IND,6152,01-01-1900 00:00:00,A,COIMBATORE - RAM NAGAR_BR
IND,6153,01-01-1900 00:00:00,A,KAYALPATTINAM - THAIKKA RD_BR
IND,6154,01-01-1900 00:00:00,A,TIRUPPUR - INDIRA NAGAR_BR
IND,6155,01-01-1900 00:00:00,A,ATHIKKADAI-UDHUMANIA STREET_BR
IND,6157,01-01-1900 00:00:00,A,PULIYUR - TRICHY ROAD_RD
IND,6158,01-01-1900 00:00:00,A,VIRACHILAI - BANK STREET_BR
IND,6159,01-01-1900 00:00:00,A,YEMBAL - MAIN BAZAAR_BR
IND,6161,01-01-1900 00:00:00,A,VALOOTHOOR - MAIN ROAD_BR
IND,6164,01-01-1900 00:00:00,A,REDDIARCHATRAM - MAIN ROAD_BR
IND,6171,01-01-1900 00:00:00,A,DEVIPATTINAM_KOILSTREET_BR
IND,6172,01-01-1900 00:00:00,A,SIVAKASI - PKSA ROAD_BR
IND,6168,01-01-1900 00:00:00,A,MALLIKAPURAM - PILLAKALPALAYAM
IND,6174,01-01-1900 00:00:00,A,ALAVAKOTTAI - MADAKUPATTI_BR
IND,6175,01-01-1900 00:00:00,A,KADALADI - GOMUTI STREET_BR
IND,6178,01-01-1900 00:00:00,A,POOLAMPATTI - SANKAGIRI_BR
IND,6181,01-01-1900 00:00:00,A,VANAVASI - BAZAR STREET_BR
IND,6183,01-01-1900 00:00:00,A,TIRUMANGALAM - USILAMPATTI RD
IND,6185,01-01-1900 00:00:00,A,KOTTAIPATTINAM - HANIFA COMPX
IND,6186,01-01-1900 00:00:00,A,PORTO NOVO - COURT ROAD_BR
IND,6189,01-01-1900 00:00:00,A,VIRUDHACHALAM - POST OFFICE_BR
IND,6196,01-01-1900 00:00:00,A,THIRUVANNAMALAI - AADHI TWR_BR
IND,6202,01-01-1900 00:00:00,A,PEDDUR - ALANGAYAM_BR
IND,6204,01-01-1900 00:00:00,A,TRICHY - CANTONMENT_BR
IND,6205,01-01-1900 00:00:00,A,KEELAVALAVU - MAIN ROAD_BR
IND,6209,01-01-1900 00:00:00,A,KARAIYUR - PALLIVASAL ROAD_BR
IND,6211,01-01-1900 00:00:00,A,KOLLIDAM - RLY STATION ROAD_BR
IND,6212,01-01-1900 00:00:00,A,ANNAMALAI NAGAR -UNIVERSITY_BR
IND,6213,01-01-1900 00:00:00,A,VILLUPPURAM - NEHRU ROAD_BR
IND,6214,01-01-1900 00:00:00,A,THIRUMURUGANPOONDI - MAIN RD
IND,6215,01-01-1900 00:00:00,A,COIMBATORE - UDUMALPET_BR
IND,6216,01-01-1900 00:00:00,A,PERIYAKULAM - KALASTHRI_BR
IND,6222,01-01-1900 00:00:00,A,NAMAKKAL - SALEM ROAD_BR
IND,6225,01-01-1900 00:00:00,A,THENI - CUMBUM ROAD_BR
IND,6226,01-01-1900 00:00:00,A,SATHYAMANGALAM - MYSORE RD_BR
IND,6227,01-01-1900 00:00:00,A,KOOTHANALLUR - HOSPITAL RD_BR
IND,6233,01-01-1900 00:00:00,A,PONDICHERRY - VILLUPURAM RD_BR
IND,6235,01-01-1900 00:00:00,A,MUMBAI - FORT - D. N. ROAD_BR
IND,6238,01-01-1900 00:00:00,A,MUMBAI - MULUND - J.N.ROAD_BR
IND,6239,01-01-1900 00:00:00,A,MUMBAI - CHEMBUR (EAST)_BR
IND,6242,01-01-1900 00:00:00,A,NAGPUR - RAMDASPETH_BR
IND,6244,01-01-1900 00:00:00,A,AHMEDABAD - MANINAGAR_BR
IND,6245,01-01-1900 00:00:00,A,VADODARA - VASNA _BR
IND,6248,01-01-1900 00:00:00,A,RAJKOT - KALAWAD ROAD_BR
IND,6251,01-01-1900 00:00:00,A,BENGALURU - OTC ROAD_BR
IND,6253,01-01-1900 00:00:00,A,BENGALURU- KUMARA PARK_BR
IND,6254,01-01-1900 00:00:00,A,BENGALURU - CHAMRAJPET_BR
IND,6259,01-01-1900 00:00:00,A,PATNA - EXIHIBITION ROAD_BR
IND,6262,01-01-1900 00:00:00,A,THIRUVANANTHAPURAM - PULIMOODU
IND,6264,01-01-1900 00:00:00,A,KOCHI - EDAPALLY_BR
IND,6267,01-01-1900 00:00:00,A,KOTTAYAM - COLLECTORATE_BR
IND,6269,01-01-1900 00:00:00,A,THIRUVALLA - PULIMITTATHU_BR
IND,6272,01-01-1900 00:00:00,A,KUMBANAD - P. B. NO. 38_BR
IND,6275,01-01-1900 00:00:00,A,KOLKATA - BHOWANIPORE_BR
IND,6277,01-01-1900 00:00:00,A,KOLKATA - VIVEKANANDA ROAD_BR
IND,6278,01-01-1900 00:00:00,A,KOLKATA - GARIAHAT_BR
IND,6279,01-01-1900 00:00:00,A,KOLKATA - BURRA BAZAAR_BR
IND,6280,01-01-1900 00:00:00,A,HOWRAH - HARDATRAI ROAD_BR
IND,6282,01-01-1900 00:00:00,A,ALLAHABAD - PATEL MARG_BR
IND,6283,01-01-1900 00:00:00,A,VARANASI - GADOWLIA_BR
IND,6284,01-01-1900 00:00:00,A,NOIDA - SECTOR 50_BR
IND,6286,01-01-1900 00:00:00,A,GHAZIABAD - RAJ NAGAR_BR
IND,6287,01-01-1900 00:00:00,A,AGRA - SANJAY PALACE ROAD_BR
IND,6288,01-01-1900 00:00:00,A,KANPUR - THE MALL_BR
IND,6292,01-01-1900 00:00:00,A,NEW DELHI - CHANDNI CHOWK_BR
IND,6293,01-01-1900 00:00:00,A,NEW DELHI - RAJOURI GARDEN_BR
IND,6294,01-01-1900 00:00:00,A,NEW DELHI - NEHRU PLACE_BR
IND,6295,01-01-1900 00:00:00,A,NEW DELHI - SADAR BAZAR_BR
IND,6297,01-01-1900 00:00:00,A,NEW DELHI -MAYUR VIHAR PH 1_BR
IND,6298,01-01-1900 00:00:00,A,NEW DELHI - ROHINI SECTOR 8_BR
IND,6301,01-01-1900 00:00:00,A,NEW DELHI - NAJAFGARH ROAD_BR
IND,6303,01-01-1900 00:00:00,A,FARIDABAD - SECTOR 21 C_BR
IND,6305,01-01-1900 00:00:00,A,HYDERABAD - HIMAYAT NAGAR_BR
IND,6306,01-01-1900 00:00:00,A,VIJAYAWADA - M. G. ROAD_BR
IND,6307,01-01-1900 00:00:00,A,GUNTUR - PMG COMPLEX_BR
IND,6309,01-01-1900 00:00:00,A,TIRUPATHI - THILAK ROAD_BR
IND,6310,01-01-1900 00:00:00,A,NELLORE - GT ROAD_BR
IND,6312,01-01-1900 00:00:00,A,HYDERABAD - KUKATPALLY_BR
IND,6315,01-01-1900 00:00:00,A,RAJAHMUNDRY - T.NAGAR_BR
IND,6316,01-01-1900 00:00:00,A,VISAKHAPATNAM MVP SECTOR IV_BR
IND,6321,01-01-1900 00:00:00,A,PHAGWARA - G.T.ROAD_BR
IND,6322,01-01-1900 00:00:00,A,CHANDIGARH - SECTOR 35C_BR
IND,6342,01-01-1900 00:00:00,A,CUTTACK - BAJRAKABATI ROAD_BR
IND,6343,01-01-1900 00:00:00,A,GUWAHATI - GS ROAD_BR
IND,6354,01-01-1900 00:00:00,A,DARJEELING MAIN BRANCH
IND,6355,01-01-1900 00:00:00,A,ALATHIYUR - MADRAS CEMENTS_BR
IND,6356,01-01-1900 00:00:00,A,MAHANKAL - SAGARE BUILDING_BR
IND,6357,01-01-1900 00:00:00,A,ICHALKARANJI - KAPAD MKT_BR
IND,6358,01-01-1900 00:00:00,A,KOLHAPUR - LAXMIPURI
IND,6359,01-01-1900 00:00:00,A,ANKALKHOP - MAIN ROAD_BR
IND,892,01-01-1900 00:00:00,A,AMETHI - SARVANPUR_BR
IND,893,01-01-1900 00:00:00,A,BISHNUPUR - LAXMI PARK_BR
IND,894,01-01-1900 00:00:00,A,KALNA - KALINAGAR_BR
IND,6017,01-01-1900 00:00:00,A,MADURAI - KOCHADAI_BR
IND,6020,01-01-1900 00:00:00,A,CHENNAI - MOORE STREET_BR
IND,6023,01-01-1900 00:00:00,A,CHENNAI - WEST MAMBALAM_BR
IND,6025,01-01-1900 00:00:00,A,CHENNAI - PURASAWALKAM_BR
IND,6026,01-01-1900 00:00:00,A,CHENNAI - T NAGAR_BR
IND,6027,01-01-1900 00:00:00,A,CHENNAI-ANNA NGR 3RD AVENUE_BR
IND,6028,01-01-1900 00:00:00,A,CHENNAI - ALWARPET_BR
IND,6031,01-01-1900 00:00:00,A,CHENNAI - SOWCARPET_BR
IND,6033,01-01-1900 00:00:00,A,CHENNAI - BESANT NAGAR_BR
IND,6035,01-01-1900 00:00:00,A,CHENNAI - PADIANALLUR_BR
IND,6036,01-01-1900 00:00:00,A,CHENNAI - EGMORE_BR
IND,6037,01-01-1900 00:00:00,A,CHENNAI - SELAIYUR_BR
IND,6038,01-01-1900 00:00:00,A,CHENNAI - ANNA SALAI_BR
IND,6045,01-01-1900 00:00:00,A,AMARAVATHIPUDUR - KUPPAOORANI
IND,6048,01-01-1900 00:00:00,A,ATHEKKUR - ATHIKADDU_BR
IND,6051,01-01-1900 00:00:00,A,AVINIPATTI - MAIN ROAD_BR
IND,6052,01-01-1900 00:00:00,A,BHUVANAGIRI - BAZAAR STREET_BR
IND,6053,01-01-1900 00:00:00,A,COIMBATORE - MILL ROAD_BR
IND,6058,01-01-1900 00:00:00,A,DINDIGUL - SALAI ROAD_BR
IND,6060,01-01-1900 00:00:00,A,ELATHUR - EAST STREET_BR
IND,6064,01-01-1900 00:00:00,A,IDAPPADI-SRIKRISHNA COMPLEX_BR
IND,6066,01-01-1900 00:00:00,A,KANCHEEPURAM - NEERODAI RD_BR
IND,6067,01-01-1900 00:00:00,A,KANDANUR - PANCHAYAT ROAD_BR
IND,6069,01-01-1900 00:00:00,A,KARAIKUDI -Â  CHEKKALAI ROAD_BR
IND,6071,01-01-1900 00:00:00,A,KARAIKUDI - COLLEGE ROAD_BR
IND,6072,01-01-1900 00:00:00,A,KARUR - OLD BYE PASS ROAD_BR
IND,6073,01-01-1900 00:00:00,A,KEERANUR - PULIYUR ROAD_BR
IND,895,01-01-1900 00:00:00,A,BOLPUR - VISWABHARATI ROAD_BR
IND,896,01-01-1900 00:00:00,A,BALURGHAT - BALURGHAT_BR
IND,897,01-01-1900 00:00:00,A,PANDUA - MUNSHI MARKET_BR
IND,898,01-01-1900 00:00:00,A,ALIPURDUAR - MAYA TALKIES_BR
IND,899,01-01-1900 00:00:00,A,JALPAIGURI - BIG BAZAR_BR
IND,902,01-01-1900 00:00:00,A,BAHARAMPUR - PACHANANTALA_BR
IND,903,01-01-1900 00:00:00,A,TAMLUK - WARD NO. 16_BR
IND,906,01-01-1900 00:00:00,A,GHAZIPUR - MAHUABAGH_BR
IND,907,01-01-1900 00:00:00,A,GOLA - BUWARI CHAURAHA_BR
IND,909,01-01-1900 00:00:00,A,KASHIPUR - BAZPUR ROAD_BR
IND,911,01-01-1900 00:00:00,A,SOHNA_BR
IND,912,01-01-1900 00:00:00,A,ALMORA - MALL ROAD_BR
IND,914,01-01-1900 00:00:00,A,BASIRHAT - TAKI ROAD_BR
IND,915,01-01-1900 00:00:00,A,PUNE - VIMAN NAGAR_BR
IND,917,01-01-1900 00:00:00,A,AHMEDABAD - NEW CLOTH MKT_BR
IND,918,01-01-1900 00:00:00,A,BHUBANESHWAR - INFOSYS CITY_BR
IND,919,01-01-1900 00:00:00,A,KAKKANAD - AIRPORT ROAD_BR
IND,921,01-01-1900 00:00:00,A,NARASAMPET - GRAM PANCHAYAT_BR
IND,923,01-01-1900 00:00:00,A,TINSUKIA - ANKIT TOWER_BR
IND,924,01-01-1900 00:00:00,A,DARBHANGA - SAFULLAGANJ_BR
IND,925,01-01-1900 00:00:00,A,CHAPRA - SAHEB GUNJ_BR
IND,926,01-01-1900 00:00:00,A,RAIGARH - JAGATPUR ROAD_BR
IND,928,01-01-1900 00:00:00,A,NEW DELHI - KIRTI NAGAR
IND,929,01-01-1900 00:00:00,A,DELHI - NARELA_BR
IND,931,01-01-1900 00:00:00,A,NARAINGARH - GRAIN MARKET_BR
IND,932,01-01-1900 00:00:00,A,FATEHABAD - ANAJ MANDI_BR
IND,935,01-01-1900 00:00:00,A,PANCHKULA - SECTOR 20_BR
IND,936,01-01-1900 00:00:00,A,PALAMPUR - N H 22_BR
IND,6016,01-01-1900 00:00:00,A,MADURAI - K K NAGAR_BR
IND,940,01-01-1900 00:00:00,A,KOTHAMANGALAM - PARANAYIL_BR
IND,942,01-01-1900 00:00:00,A,KOTAKKAL - PLAZA TOWERS_BR
IND,943,01-01-1900 00:00:00,A,BETUL - KALAPATHA_BR
IND,944,01-01-1900 00:00:00,A,KHANDWA - JAWAHAR GANJ_BR
IND,947,01-01-1900 00:00:00,A,RAISEN - SAGAR ROAD_BR
IND,948,01-01-1900 00:00:00,A,REWA - JAISTAMBH CHOWK_BR
IND,949,01-01-1900 00:00:00,A,SAGAR - STATION ROAD_BR
IND,953,01-01-1900 00:00:00,A,GADHINGLAJ - ST STAND_BR
IND,954,01-01-1900 00:00:00,A,NARAYANGAON - ST BUS STAND_BR
IND,958,01-01-1900 00:00:00,A,WANI - KANNAMWAR CHOWK_BR
IND,959,01-01-1900 00:00:00,A,IMPHAL - M. G. AVENUE_BR
IND,962,01-01-1900 00:00:00,A,JALESWAR - BADA BAZAAR_BR
IND,963,01-01-1900 00:00:00,A,RAIRANGPUR - MAIN ROAD_BR
IND,967,01-01-1900 00:00:00,A,DERABASSI - CHANDIGARH ROAD_BR
IND,968,01-01-1900 00:00:00,A,AHMEDGARH - DHULKOT CHOWK_BR
IND,973,01-01-1900 00:00:00,A,KHURJA - G. T. ROAD_BR
IND,974,01-01-1900 00:00:00,A,FIROZABAD - S. N. ROAD_BR
IND,976,01-01-1900 00:00:00,A,PILIBHIT - CIVIL LINES_BR
IND,978,01-01-1900 00:00:00,A,BISWAN - SIDHAULI ROAD_BR
IND,981,01-01-1900 00:00:00,A,KALIMPONG - BAGDHARA ROAD_BR
IND,982,01-01-1900 00:00:00,A,UTTARPARA - NEW G.T.ROAD_BR
IND,986,01-01-1900 00:00:00,A,PUNE - HINJEWADI PHASE - 2_BR
IND,987,01-01-1900 00:00:00,A,KAWARDHA - DARRI PARA_BR
IND,990,01-01-1900 00:00:00,A,KOTTARAKKARA - MARKET JUNCTION
IND,992,01-01-1900 00:00:00,A,MORENA - M.S. ROAD_BR
IND,995,01-01-1900 00:00:00,A,UMERKOTE - MAIN ROAD_BR
IND,997,01-01-1900 00:00:00,A,BIJNOR - BAIRAJ ROAD_BR
IND,998,01-01-1900 00:00:00,A,KANPUR - SWAROOP NAGAR_BR
IND,999,01-01-1900 00:00:00,A,NASHIK - PANCHAWATI_BR
IND,1001,01-01-1900 00:00:00,A,SIRATHU - NEAR SDM OFFICE_BR
IND,1002,01-01-1900 00:00:00,A,MEMARI - NEW BUS STAND_BR
IND,1003,01-01-1900 00:00:00,A,RISHRA - GT ROAD_BR
IND,1006,01-01-1900 00:00:00,A,JHUMRI TALAIYA - MAIN ROAD_BR
IND,1009,01-01-1900 00:00:00,A,BENGALURU - BANASHANKARI_BR
IND,1010,01-01-1900 00:00:00,A,YADGIR - HYDERABAD ROAD_BR
IND,1011,01-01-1900 00:00:00,A,CHALLAKERE -MAHALAXMI COMPX_BR
IND,1012,01-01-1900 00:00:00,A,MUMBAI -ANDHERI (W) 4 BUNGLOWS
IND,1013,01-01-1900 00:00:00,A,CHOWDHWAR - KALPESWAR_BR
IND,1017,01-01-1900 00:00:00,A,VRINDAVAN - RAMAN RETI ROAD_BR
IND,1018,01-01-1900 00:00:00,A,PAURI - MALL ROAD_BR
IND,1021,01-01-1900 00:00:00,A,VASHI - KOPERKHAIRNE_BR
