SETID,LOCATION,EFFDT,EFF_STATUS,DESCR
IND,1754,01-01-1900 00:00:00,A,CHHABRA_BR
IND,1579,01-01-1900 00:00:00,A,NOIDA-SECTOR-132_BR
IND,1707,01-01-1900 00:00:00,A,MANAVADHAR - MAIN BAZAR_BR
IND,1443,01-01-1900 00:00:00,A,MANDLA - PADAV WARD_BR
IND,1657,01-01-1900 00:00:00,A,JAMSHEDPUR - TULSI BHAVAN_BR
IND,1120,01-01-1900 00:00:00,A,HYDERABAD - KAVURI HILLS_BR
IND,1410,01-01-1900 00:00:00,A,CHIRKUNDA - G. T. ROAD_BR
IND,1168,01-01-1900 00:00:00,A,KANNUR - TALAP_BR
IND,1243,01-01-1900 00:00:00,A,MUMBAI - CURRY ROAD_BR
IND,1682,01-01-1900 00:00:00,A,CHENNAI - GOPALAPURAM_BR
IND,VARASI-RPC,01-01-1900 00:00:00,A,VARANASI-SIGRA_RPC
IND,1472,01-01-1900 00:00:00,A,UTTAR KANNADA - BHATKAL_BR
IND,6569,01-01-1900 00:00:00,A,INDORE - M. G. RD_BR
IND,6570,01-01-1900 00:00:00,A,INDORE - NEW PALASIA_BR
IND,6572,01-01-1900 00:00:00,A,INDORE - JAWAHAR MARG_BR
IND,6573,01-01-1900 00:00:00,A,INDORE - SAKET NGR_BR
IND,6574,01-01-1900 00:00:00,A,INDORE - USHAGANJ_BR
IND,6623,01-01-1900 00:00:00,A,SONEPAT - DELHI ROAD_BR
IND,6628,01-01-1900 00:00:00,A,NEW DELHI-HARGOBIND ENCLAVE_BR
IND,6646,01-01-1900 00:00:00,A,JORHAT - MARWARI PATTY_BR
IND,6670,01-01-1900 00:00:00,A,CHOTI SADRI - OLD MKT_BR
IND,6702,01-01-1900 00:00:00,A,BIKANER - M.P. NAGAR_BR
IND,6710,01-01-1900 00:00:00,A,HANUMANGARH JUNCTION_BR
IND,6677,01-01-1900 00:00:00,A,KANKROLI - DWARKESH MKT_BR
IND,6678,01-01-1900 00:00:00,A,KANNOJ_BR
IND,6682,01-01-1900 00:00:00,A,LASANI - MAIN MARKET_BR
IND,6749,01-01-1900 00:00:00,A,JAIPUR - NIRMAN NAGAR_BR
IND,6759,01-01-1900 00:00:00,A,JAIPUR - JHOTWARA_BR
IND,6769,01-01-1900 00:00:00,A,JAIPUR - SECTOR 14_BR
IND,6788,01-01-1900 00:00:00,A,JAIPUR - MAHAPURA_BR
IND,6822,01-01-1900 00:00:00,A,JAISALMER - JODHPUR ROAD_BR
IND,6784,01-01-1900 00:00:00,A,JAIPUR - VARDHMAN PATH_BR
IND,6825,01-01-1900 00:00:00,A,JODHPUR - NEHRU NAGAR_BR
IND,6827,01-01-1900 00:00:00,A,JODHPUR-CHOPASANI HSG.BOARD_BR
IND,1142,01-01-1900 00:00:00,A,GOA - COLVA SALCETE_BR
IND,1270,01-01-1900 00:00:00,A,KOLKATA - ESPLANADE_BR
IND,1287,01-01-1900 00:00:00,A,KOLKATA - RAJDANGA ROAD_BR
IND,1529,01-01-1900 00:00:00,A,CHENNAI - CHINTHAMANI_BR
IND,1759,01-01-1900 00:00:00,A,NAMMAKAL - RASIPURAM_BR
IND,6589,01-01-1900 00:00:00,A,BADDI - SAI ROAD_BR
IND,6597,01-01-1900 00:00:00,A,LUDHIANA - G.T. ROAD_BR
IND,6625,01-01-1900 00:00:00,A,DELHI - DELHIALIPUR ROAD_BR
IND,6626,01-01-1900 00:00:00,A,DELHI_KASHMERE GATE_BR
IND,6607,01-01-1900 00:00:00,A,ERODE - K V ROAD_BR
IND,6653,01-01-1900 00:00:00,A,VISAKHAPATNAM - DIAMONDPARK_BR
IND,6706,01-01-1900 00:00:00,A,CHURU - NAI SARAK_BR
IND,6738,01-01-1900 00:00:00,A,ALWAR - MATSYA INDL. AREA_BR
IND,6757,01-01-1900 00:00:00,A,JAIPUR - JANTA COLONY_BR
IND,6771,01-01-1900 00:00:00,A,JAIPUR - MADHYAM MARG_BR
IND,6828,01-01-1900 00:00:00,A,JODHPUR - MANDI YARD_BR
IND,6857,01-01-1900 00:00:00,A,BHARATPUR - NAI MANDI_BR
IND,6829,01-01-1900 00:00:00,A,JODHPUR - GHAS MANDI_BR
IND,6831,01-01-1900 00:00:00,A,JODHPUR - HIGH COURT ROAD_BR
IND,6832,01-01-1900 00:00:00,A,JODHPUR - JHANWAR ROAD_BR
IND,6835,01-01-1900 00:00:00,A,JODHPUR-5thUPPER CHOPSNI RD_BR
IND,6840,01-01-1900 00:00:00,A,MARWAR RANAWAS_BR
IND,6843,01-01-1900 00:00:00,A,PALI - NEW BUS DEPOT_BR
IND,6846,01-01-1900 00:00:00,A,RANI - MAIN MARKET_BR
IND,6850,01-01-1900 00:00:00,A,SIROHI - SARJAVAB GATE_BR
IND,6873,01-01-1900 00:00:00,A,KOTA - RAMPURA BAZAR_BR
IND,6874,01-01-1900 00:00:00,A,KOTA - ANANTPURA_BR
IND,6875,01-01-1900 00:00:00,A,KOTA - BHIMGANJ MANDI_BR
IND,6876,01-01-1900 00:00:00,A,KOTA - MAA BHARATI SCHOOL_BR
IND,6878,01-01-1900 00:00:00,A,KOTA - NAYA PURA_BR
IND,1456,01-01-1900 00:00:00,A,AURANGABAD - SOUTH CIDCO_BR
IND,1650,01-01-1900 00:00:00,A,NEW DELHI - BHOGAL_BR
IND,1711,01-01-1900 00:00:00,A,HALVAD - DANTESH DARWAJA_BR
IND,1258,01-01-1900 00:00:00,A,LUCKNOW - SITAPUR ROAD_BR
IND,1638,01-01-1900 00:00:00,A,CHANDIGARH -SECTOR 8 WEALTH_BR
IND,1681,01-01-1900 00:00:00,A,CHENNAI - MYLAPORE_BR
IND,1547,01-01-1900 00:00:00,A,CHENNAI - DLF IT PARK_BR
IND,THANE-HFC,01-01-1900 00:00:00,A,THANE (W) - LBS ROAD - HFC
IND,1786,01-01-1900 00:00:00,A,MANMAD - MALEGAON ROAD_BR
IND,AMRIT-RO,01-01-1900 00:00:00,A,AMRITSAR - THE MALL_RO
IND,6560,01-01-1900 00:00:00,A,BENGALURU-CHICKPET_BR
IND,6580,01-01-1900 00:00:00,A,NEEMUCH - FAWARA CHOWK_BR
IND,6634,01-01-1900 00:00:00,A,DELHI -KAROL BAGH GURUDWARA_BR
IND,6605,01-01-1900 00:00:00,A,COIMBATORE - ANAKARA STREET_BR
IND,6635,01-01-1900 00:00:00,A,NEW DELHI - NARAINA_BR
IND,6641,01-01-1900 00:00:00,A,DELHI - SHALIMAR BAGH AE6_BR
IND,6650,01-01-1900 00:00:00,A,HYD - SIDDIAMBER BAZAR_BR
IND,6703,01-01-1900 00:00:00,A,BIKANER - BUS STAND_BR
IND,6718,01-01-1900 00:00:00,A,NAGAUR - STATION ROAD_BR
IND,6720,01-01-1900 00:00:00,A,NEEM KA THANA_BR
IND,6731,01-01-1900 00:00:00,A,SINGHANA - BUS STAND_BR
IND,6742,01-01-1900 00:00:00,A,JAIPUR - ADARSH NAGAR_BR
IND,1388,01-01-1900 00:00:00,A,SURAT - GHOD DOD ROAD_BR
IND,1776,01-01-1900 00:00:00,A,KATOL - NEAR BUS STAND_BR
IND,1779,01-01-1900 00:00:00,A,SILLOD - SHIVAJI NAGAR_BR
IND,1701,01-01-1900 00:00:00,A,NALIA ABDASA - ST ROAD_BR
IND,1729,01-01-1900 00:00:00,A,GOA - CUNCOLIM_BR
IND,1770,01-01-1900 00:00:00,A,HALOL - GODHRA ROAD_BR
IND,GWAL-RAPG,01-01-1900 00:00:00,A,GWALIOR_CITY CENTER_RAPG
IND,1238,01-01-1900 00:00:00,A,MUM-ANDHERI (E) BUSINESS PT_BR
IND,6564,01-01-1900 00:00:00,A,BHOPAL - T.T. NGR_BR
IND,6602,01-01-1900 00:00:00,A,SHIMLA - THE MALL_BR
IND,6694,01-01-1900 00:00:00,A,ANUPGARH - BIKANER ROAD_BR
IND,6700,01-01-1900 00:00:00,A,BIKANER - KOTA GATE_BR
IND,6713,01-01-1900 00:00:00,A,JASWANTGARH - MAIN MARKET_BR
IND,6739,01-01-1900 00:00:00,A,ALWAR - SCHEME 2_BR
IND,6741,01-01-1900 00:00:00,A,DAUSA - LALSOT ROAD_BR
IND,6751,01-01-1900 00:00:00,A,JAIPUR - PARTAP NAGAR_BR
IND,6753,01-01-1900 00:00:00,A,JAIPUR - HIDA KI MORI_BR
IND,6785,01-01-1900 00:00:00,A,JAIPUR - SWARN PATH_BR
IND,6806,01-01-1900 00:00:00,A,AJMER - BUS STAND_BR
IND,6821,01-01-1900 00:00:00,A,JAISALMER - KELAPARA_BR
IND,6826,01-01-1900 00:00:00,A,JODHPUR - SARASWATI NAGAR_BR
IND,6859,01-01-1900 00:00:00,A,BUNDI - CHOGANGATE_BR
IND,6830,01-01-1900 00:00:00,A,JODHPUR - LAL SAGAR_BR
IND,6877,01-01-1900 00:00:00,A,KOTA MAHAVEER NAGAR_BR
IND,6880,01-01-1900 00:00:00,A,KOTA - SHIVPURA_BR
IND,1745,01-01-1900 00:00:00,A,BHAWANI MANDI -P.G. COMPLEX_BR
IND,1453,01-01-1900 00:00:00,A,MALKAPUR - VISHNUWADI_BR
IND,1389,01-01-1900 00:00:00,A,SURAT - PUNAKUMBHARIYA_BR
IND,1488,01-01-1900 00:00:00,A,THANE-KALWA BRANCH
IND,1377,01-01-1900 00:00:00,A,RAJPIPLA - STATION ROAD_BR
IND,1396,01-01-1900 00:00:00,A,VADODARA - NEW LEHRIPURA RD_BR
IND,1712,01-01-1900 00:00:00,A,KODINAR - CHAPA JHAPA_BR
IND,1763,01-01-1900 00:00:00,A,BABINA - JMK COMPLEX_BR
IND,1599,01-01-1900 00:00:00,A,NAINITAL - KOSI ROAD_BR
IND,1616,01-01-1900 00:00:00,A,KOLKATA - LANSDOWNE_BR
IND,1600,01-01-1900 00:00:00,A,RUDRAPUR - BY PASS ROAD_BR
IND,BIKANER-RO,01-01-1900 00:00:00,A,BIKANER - RANI BAZAR_RO
IND,1271,01-01-1900 00:00:00,A,KOLKATA-KALIKAPUR_BR
IND,1291,01-01-1900 00:00:00,A,KOLKATA - GURUSADAY ROAD_BR
IND,1602,01-01-1900 00:00:00,A,BANKURA - MEJIA POWER STN_BR
IND,1668,01-01-1900 00:00:00,A,BENGALURU-INDIRA NAGAR 12 MAIN
IND,1240,01-01-1900 00:00:00,A,BANDRA - DR AMBEDKAR ROAD
IND,6554,01-01-1900 00:00:00,A,SILVASA - VAPI ROAD_BR
IND,6621,01-01-1900 00:00:00,A,ROHTAK - PALIKA BAZAAR_BR
IND,6622,01-01-1900 00:00:00,A,SIRSA - NEW MANDI_BR
IND,6613,01-01-1900 00:00:00,A,FARIDABAD - NEELAM ROAD_BR
IND,MUM-GHAT-R,01-01-1900 00:00:00,A,MUM-GHATKOPAR(E) TILAK RD_RAPG
IND,6633,01-01-1900 00:00:00,A,NEW DELHI - KAMLA NAGAR BRANCH
IND,1781,01-01-1900 00:00:00,A,LONGOWAL -  PATTI JAID_BR
IND,6557,01-01-1900 00:00:00,A,SURAT - SAHARA DARWAJA_BR
IND,6577,01-01-1900 00:00:00,A,KHACHROD - JAWAHAR MARG_BR
IND,6588,01-01-1900 00:00:00,A,AMRITSAR - DEORI_BR
IND,6616,01-01-1900 00:00:00,A,HISSAR-DELHI ROAD_BR
IND,6601,01-01-1900 00:00:00,A,MUKTSAR - DASMESH NAGAR_BR
IND,6609,01-01-1900 00:00:00,A,CHENNAI - VALLUVARKOTTAM_BR
IND,6631,01-01-1900 00:00:00,A,NEW DELHI - KALKAJI MAIN RD_BR
IND,6606,01-01-1900 00:00:00,A,COIMBATORE - AMBEDKAR ROAD_BR
IND,6639,01-01-1900 00:00:00,A,NEW DELHI - PASCHIM VIHAR EBOR
IND,6645,01-01-1900 00:00:00,A,GUWAHATI - M.S.ROAD_BR
IND,6664,01-01-1900 00:00:00,A,BHILWARA - GANDHI NAGAR_BR
IND,6665,01-01-1900 00:00:00,A,BHILWARA - MAHILA ASHRAM_BR
IND,6666,01-01-1900 00:00:00,A,PUR-BUS STAND_BR
IND,6669,01-01-1900 00:00:00,A,CHITTORGARH - SADAR BAZAR_BR
IND,6705,01-01-1900 00:00:00,A,CHIRAWA - MAIN MARKET_BR
IND,6707,01-01-1900 00:00:00,A,GANGANAGAR - SUGAR MILLS_BR
IND,6671,01-01-1900 00:00:00,A,DELWARA - NAYA BAZAR_BR
IND,6745,01-01-1900 00:00:00,A,JAIPUR - BAJAJ NAGAR_BR
IND,6752,01-01-1900 00:00:00,A,JAIPUR - GOPALPURA CIRCLE_BR
IND,1303,01-01-1900 00:00:00,A,KOLKATA - 133 M.G.ROAD_BR
IND,588,01-01-1900 00:00:00,A,HYDERABAD-CHANDA NAGAR_BR
IND,SURAT-21ST,01-01-1900 00:00:00,A,SURAT - RING ROAD_RPC
IND,6353,01-01-1900 00:00:00,A,SHIMLA - MALL ROAD_BR
IND,6370,01-01-1900 00:00:00,A,WATEGAON - SHINDE BUILDING_BR
IND,6403,01-01-1900 00:00:00,A,KOLHAPUR - GANDHINAGAR_BR
IND,6431,01-01-1900 00:00:00,A,MORBA - SURVEY NO. 86_BR
IND,188,01-01-1900 00:00:00,A,DURGAPUR - SUHATTA BUIDING_BR
IND,IND,01-01-1900 00:00:00,A,INDORE - TREASURE ISLAND_RPC
IND,706,01-01-1900 00:00:00,A,ITANAGAR - NH - 52 _BR
IND,IND-ICMC,01-01-1900 00:00:00,A,INDORE - MG ROAD_ICMC
IND,MANG-RAPG,01-01-1900 00:00:00,A,MANGALORE - K.S RAO ROAD_RAPG
IND,1664,01-01-1900 00:00:00,A,BENGALURU - PADMANABH NAGAR_BR
IND,1422,01-01-1900 00:00:00,A,BENGALURU - MANYATA PARK_BR
IND,908,01-01-1900 00:00:00,A,SHAHJAHANPUR - SADAR BAZAR_BR
IND,6065,01-01-1900 00:00:00,A,SIVAGANGAI  - KALLAL_BR
IND,6075,01-01-1900 00:00:00,A,KONAPET - ALAGAPERUMAL_BR
IND,6246,01-01-1900 00:00:00,A,SURAT - RING ROAD_BR
IND,6252,01-01-1900 00:00:00,A,BENGALURU - CANTONMENT_BR
IND,66,01-01-1900 00:00:00,A,AMRITSAR-INTERNATIONAL MALL_BR
IND,172,01-01-1900 00:00:00,A,HISSAR - RED SQUARE MARKET_BR
IND,409,01-01-1900 00:00:00,A,HYDERABAD - MADHAPUR MICROSOFT
IND,551,01-01-1900 00:00:00,A,BENGALURU - ITPL_BR
IND,AGRA,01-01-1900 00:00:00,A,AGRA - KAMLANAGAR - ICMC
IND,ALLBAD-RO,01-01-1900 00:00:00,A,ALLAHABAD - TAGORE TOWN_RO
IND,UJJAIN,01-01-1900 00:00:00,A,UJJAIN - TEEN BATI SQUARE_RMAG
IND,1165,01-01-1900 00:00:00,A,MORBI - RAVAPAR ROAD_BR
IND,1358,01-01-1900 00:00:00,A,NEW DELHI - REGHARPURA_BR
IND,1566,01-01-1900 00:00:00,A,AGRA - HING MANDI_BR
IND,1671,01-01-1900 00:00:00,A,LUCKNOW - VIBHUTI KHAND_BR
IND,1401,01-01-1900 00:00:00,A,FARIDABAD - BALLABGARH_BR
IND,1573,01-01-1900 00:00:00,A,GORAKHPUR - GEETA PRESS_BR
IND,1176,01-01-1900 00:00:00,A,SRINAGAR GARHWAL -BADRINATH RD
IND,1643,01-01-1900 00:00:00,A,NEW DELHI - GK PART - II_BR
IND,1394,01-01-1900 00:00:00,A,VASAI - EVER SHINE CITY_BR
IND,6177,01-01-1900 00:00:00,A,AVINANGUDI - KOLI STREET_BR
IND,1560,01-01-1900 00:00:00,A,CHENNAI - AVADI_BR
IND,6460,01-01-1900 00:00:00,A,SATARA - RAVIVAR PETH_BR
IND,6493,01-01-1900 00:00:00,A,PUNE - KOTHRUD - PAUD ROAD_BR
IND,1390,01-01-1900 00:00:00,A,WAIDHAN - MAIN ROAD_BR
IND,PUNE-RAPG,01-01-1900 00:00:00,A,PUNE - SHIVAJINAGAR_RAPG
IND,6109,01-01-1900 00:00:00,A,PATTUKOTTAI - BIG STREET_BR
IND,1320,01-01-1900 00:00:00,A,HYDERABAD - UPALKALAN_BR
IND,606,01-01-1900 00:00:00,A,ALAPPUZHA - CULLAN ROAD_BR
IND,DEL-JANAKP,01-01-1900 00:00:00,A,NEW DELHI - JANAKPURI_HFC
IND,GUR-DLF,01-01-1900 00:00:00,A,GURGAON - DLF PHASE - 1_HFC
IND,1342,01-01-1900 00:00:00,A,CHANDIGARH - SECTOR 26_BR
IND,1343,01-01-1900 00:00:00,A,CHANDIGARH - SECTOR 17 B_BR
IND,1405,01-01-1900 00:00:00,A,KUNDLI - MILESTONE_BR
IND,1619,01-01-1900 00:00:00,A,KATHUA - COLLEGE ROAD_BR
IND,1179,01-01-1900 00:00:00,A,THIRUVANANTHAPURAM - MANACAUD
IND,1632,01-01-1900 00:00:00,A,KORAPUT - SEMILIGUDA_BR
IND,1359,01-01-1900 00:00:00,A,NEW DELHI - BARAKHAMBA ROAD_BR
IND,MUM-GHAT,01-01-1900 00:00:00,A,MUMBAI - GHATKOPAR_HFC
IND,1597,01-01-1900 00:00:00,A,KOTDWARA - DEVI ROAD_BR
IND,1642,01-01-1900 00:00:00,A,NEW DELHI - RAJINDER NGR_BR
IND,1648,01-01-1900 00:00:00,A,NEW DELHI - PUNJABI BAUGH EXTN
IND,1137,01-01-1900 00:00:00,A,DEL - SHAHDARA ROHTASH NGR_BR
IND,6271,01-01-1900 00:00:00,A,CHANGANACHERRY-KAVALAM NGR_BR
IND,6313,01-01-1900 00:00:00,A,ELURU - R.R.PET_BR
IND,THANE-3I,01-01-1900 00:00:00,A,THANE - KAPURBAWDI 3I-INFOTECH
IND,6429,01-01-1900 00:00:00,A,MUMBAI - MAHIM - TAIKALWADI_BR
IND,1490,01-01-1900 00:00:00,A,KALYAN (W) - KHADAKPADA_BR
IND,236,01-01-1900 00:00:00,A,HOSHIARPUR - SUTHERI ROAD_BR
IND,1594,01-01-1900 00:00:00,A,DEHRADUN - GANDHI PARK_BR
IND,860,01-01-1900 00:00:00,A,CHEEKA - JANTA MARKET_BR
IND,1592,01-01-1900 00:00:00,A,VARANASI - NADESAR_BR
IND,1419,01-01-1900 00:00:00,A,BENGALURU - JALAHALLI_BR
IND,1548,01-01-1900 00:00:00,A,COIMBATORE - SIDDHAPUTHUR_BR
IND,1127,01-01-1900 00:00:00,A,DELHI - DILSHAD COLONY E-1_BR
IND,1651,01-01-1900 00:00:00,A,GURGAON - SECTOR 49 UTT_BR
IND,1470,01-01-1900 00:00:00,A,NASHIK - OZAR_BR
IND,1283,01-01-1900 00:00:00,A,KOLKATA - BUDGE BUDGE_BR
IND,1356,01-01-1900 00:00:00,A,DELHI - SADAR THANA ROAD_BR
IND,1646,01-01-1900 00:00:00,A,NEW DELHI - DHAULA KUAN_BR
IND,1543,01-01-1900 00:00:00,A,CHENNAI - TRIPLICANE_BR
IND,1070,01-01-1900 00:00:00,A,NOIDA - SECTOR - 01_BR
IND,1035,01-01-1900 00:00:00,A,HYDERABAD - SANTOSH NAGAR_BR
IND,6206,01-01-1900 00:00:00,A,MALAIYUR - MAIN ROAD_BR
IND,736,01-01-1900 00:00:00,A,KULU - DHALPUR_BR
IND,774,01-01-1900 00:00:00,A,BHADRAK - DAHANAGADIA_BR
IND,783,01-01-1900 00:00:00,A,FARIDKOT - CIRCULAR ROAD_BR
IND,6093,01-01-1900 00:00:00,A,NACHANDUPATTI - JAWAHAR STREET
IND,6170,01-01-1900 00:00:00,A,PANAIKULAM - EAST STREET_BR
IND,6281,01-01-1900 00:00:00,A,LUCKNOW - HAZRATGANJ_BR
IND,SURAT,01-01-1900 00:00:00,A,SURAT - ATHWALINES_RO
IND,6080,01-01-1900 00:00:00,A,KUMARAVELUR - PULIYADITHAMBAM
IND,6265,01-01-1900 00:00:00,A,KOZHIKODE - KANNUR ROAD_BR
IND,1572,01-01-1900 00:00:00,A,FAIZABAD - CIVIL LINES_BR
IND,1340,01-01-1900 00:00:00,A,CHANDIGARH - SECTOR 19C_BR
IND,1557,01-01-1900 00:00:00,A,KANGAYAM - GANGAI COMPLEX_BR
IND,1031,01-01-1900 00:00:00,A,GURGAON - SECTOR 15_BR
IND,1583,01-01-1900 00:00:00,A,KANPUR - LAL BANGLA_BR
IND,1297,01-01-1900 00:00:00,A,VARANASI - VISESHWAR GUNJ_BR
IND,1327,01-01-1900 00:00:00,A,LAKHISARAI - NAYA BAZAR_BR
IND,1230,01-01-1900 00:00:00,A,MUMBAI - PAREL-AMBEDKAR RD_BR
IND,1426,01-01-1900 00:00:00,A,HUBLI - GOKUL ROAD_BR
IND,1522,01-01-1900 00:00:00,A,BEGOWAL - NEAR BUS STAND_BR
IND,1524,01-01-1900 00:00:00,A,KURALI - WARD NO.# 7_BR
IND,1412,01-01-1900 00:00:00,A,JAMSHEDPUR - TRANSPORT NGR_BR
IND,1450,01-01-1900 00:00:00,A,TIKAMGARH - CITY LINE ROAD_BR
IND,1751,01-01-1900 00:00:00,A,NOHAR - BIHANI MARG_BR
IND,1785,01-01-1900 00:00:00,A,BIJNOR - STATION ROAD_BR
IND,1494,01-01-1900 00:00:00,A,PETH VADGAON_BR
IND,1363,01-01-1900 00:00:00,A,GOA - PILERNE_BR
IND,1542,01-01-1900 00:00:00,A,GOA - SIOLIM - PORTA VADDO_BR
IND,1186,01-01-1900 00:00:00,A,KODANGALLOOR - MANSION CENTRE
IND,1730,01-01-1900 00:00:00,A,KUDAL - POST OFFICE_BR
IND,1704,01-01-1900 00:00:00,A,KHAMBALIA - POST OFFICE RD_BR
IND,1740,01-01-1900 00:00:00,A,CHANGODHAR -INDUSTRIAL AREA_BR
IND,1147,01-01-1900 00:00:00,A,GURGAON - SECTOR 57_BR
IND,1696,01-01-1900 00:00:00,A,WARUD - PANDURNA CHOWK_BR
IND,1278,01-01-1900 00:00:00,A,KOLKATA - NSC BOSE ROAD_BR
IND,DEHRAD-RO,01-01-1900 00:00:00,A,DEHRADUN - NEW CANTT. ROAD_RO
IND,6556,01-01-1900 00:00:00,A,SILVASSA - SAMARVARNI_BR
IND,6566,01-01-1900 00:00:00,A,BURHANPUR - SHAH BAZAR_BR
IND,6571,01-01-1900 00:00:00,A,INDORE - PATEL NGR_BR
IND,6576,01-01-1900 00:00:00,A,JABALPUR -  SHANKAR MARG_BR
IND,6579,01-01-1900 00:00:00,A,MANDSAUR - KALIDAS MARG_BR
IND,6614,01-01-1900 00:00:00,A,GURGAON - CENTRAL ARCADE_BR
IND,6598,01-01-1900 00:00:00,A,MANDI GOBINDGARH_BR
IND,6627,01-01-1900 00:00:00,A,NEW DELHI - KAILASH COLONY_BR
IND,6610,01-01-1900 00:00:00,A,TIRUCHIRAPALLY - MADURAI RD_BR
IND,6651,01-01-1900 00:00:00,A,SECUNDERABAD - KARKHANA RD_BR
IND,1784,01-01-1900 00:00:00,A,GARHMUKTESHWAAR - MANDI CWK_BR
IND,1259,01-01-1900 00:00:00,A,LUCKNOW - TELIBAGH_BR
IND,1716,01-01-1900 00:00:00,A,SUJALPUR - TILAK PATH_BR
IND,1738,01-01-1900 00:00:00,A,AAMLA - MAIN ROAD_BR
IND,1676,01-01-1900 00:00:00,A,JAIPUR - SAROJANI MARG_BR
IND,1741,01-01-1900 00:00:00,A,GANDHINAGAR - CHILODA_BR
IND,1771,01-01-1900 00:00:00,A,CHHATRAL_BRANCH
IND,1279,01-01-1900 00:00:00,A,KOLKATA - HAZRA_BR
IND,1280,01-01-1900 00:00:00,A,KOLKATA - P S BARANAGAR_BR
IND,1789,01-01-1900 00:00:00,A,PIMPALGAON - MUMBAI AGRA RD_BR
IND,6553,01-01-1900 00:00:00,A,RAJKOT-NIRMALA CONVENT RD_BR
IND,6555,01-01-1900 00:00:00,A,SILVASSA - PIPARIA_BR
IND,6642,01-01-1900 00:00:00,A,DELHI - SOUTH EXTN II_BR
IND,6654,01-01-1900 00:00:00,A,WARANGAL - STATION ROAD_BR
IND,6697,01-01-1900 00:00:00,A,BIKANER -VETERINARY COLLEGE_BR
IND,6686,01-01-1900 00:00:00,A,NIMBAHERA - MAIN MARKET_BR
IND,6729,01-01-1900 00:00:00,A,SIDHMUKH - MAIN ROAD_BR
IND,6750,01-01-1900 00:00:00,A,JAIPUR - S.M.S.HOSPITAL_BR
IND,6764,01-01-1900 00:00:00,A,JAIPUR - M.I.ROAD_BR
IND,6765,01-01-1900 00:00:00,A,JAIPUR - MADRAMPURA_BR
IND,6754,01-01-1900 00:00:00,A,JAIPUR - DEV. AUTHORITY_BR
IND,6768,01-01-1900 00:00:00,A,JAIPUR - CAMPUS MAL_BR
IND,6786,01-01-1900 00:00:00,A,JAIPUR - TILAK MARG_BR
IND,6789,01-01-1900 00:00:00,A,JAIPUR - VIDYADHAR NAGAR_BR
IND,6772,01-01-1900 00:00:00,A,JAIPUR - SHIVAJI MARG_BR
IND,6790,01-01-1900 00:00:00,A,JAIPUR - SAHKAR MARG_BR
IND,6773,01-01-1900 00:00:00,A,JAIPUR - RAJ BLDG_BR
IND,6794,01-01-1900 00:00:00,A,LALSOT - GANGAPUR ROAD_BR
IND,1753,01-01-1900 00:00:00,A,SHAHPURA - NR BUS STAND_BR
IND,1577,01-01-1900 00:00:00,A,NOIDA - SECTOR - 30_BR
IND,1582,01-01-1900 00:00:00,A,MATHURA - ARYA NAGAR_BR
IND,1458,01-01-1900 00:00:00,A,KAGAL - NEAR S T STAND_BR
IND,1373,01-01-1900 00:00:00,A,ANAND - STATION ROAD_BR
IND,1381,01-01-1900 00:00:00,A,KUTCH - MANDVI - ST ROAD_BR
IND,1288,01-01-1900 00:00:00,A,KOLKATA - BOWBAZAR_BR
IND,1282,01-01-1900 00:00:00,A,KOLKATA-SINTHI_BR
IND,6561,01-01-1900 00:00:00,A,BENGALURU - M.G. RD_BR
IND,6592,01-01-1900 00:00:00,A,CHANDIGARH - SECTOR 44 B_BR
IND,6632,01-01-1900 00:00:00,A,NEW DELHI - MOHAN GARDEN_BR
IND,6638,01-01-1900 00:00:00,A,NEW DELHI -PANCHSHEEL PARK_BR
IND,6662,01-01-1900 00:00:00,A,BHADSORA - MAIN MARKET_BR
IND,6687,01-01-1900 00:00:00,A,NIMBAHERA - KAILASH NAGAR_BR
IND,6760,01-01-1900 00:00:00,A,JAIPUR - JOHRI BAZAR_BR
IND,6774,01-01-1900 00:00:00,A,JAIPUR - PARIVAHAN MARG_BR
IND,6796,01-01-1900 00:00:00,A,MALPURA - VYAS CIRCLE_BR
IND,6798,01-01-1900 00:00:00,A,JODHPUR - MOHANPURA_BR
IND,6775,01-01-1900 00:00:00,A,JAIPUR - MALVIYA NAGAR _BR
IND,6799,01-01-1900 00:00:00,A,NIWAI - BADA BAZAR_BR
IND,6776,01-01-1900 00:00:00,A,JAIPUR - MANSAROVAR_BR
IND,6802,01-01-1900 00:00:00,A,ABU ROAD - SADAR BAZAR_BR
IND,6777,01-01-1900 00:00:00,A,JAIPUR - J.N.MARG_BR
IND,6804,01-01-1900 00:00:00,A,AJMER -  JAIPUR ROAD_BR
IND,6778,01-01-1900 00:00:00,A,JAIPUR - RAMBAGH CIRCLE_BR
IND,6807,01-01-1900 00:00:00,A,AJMER - STATION ROAD_BR
IND,6808,01-01-1900 00:00:00,A,AJMER - VAISHALI NAGAR_BR
IND,6780,01-01-1900 00:00:00,A,JAIPUR - SANGANER_BR
IND,6782,01-01-1900 00:00:00,A,JAIPUR - DOONGRI ROAD_BR
IND,1767,01-01-1900 00:00:00,A,BAGHPAT - DELHI ROAD_BR
IND,GWALIOR-RO,01-01-1900 00:00:00,A,GWALIOR_CITY CENTER_RO
IND,1645,01-01-1900 00:00:00,A,NEW DELHI - HAUZ KHAS_BR
